exercise_id,name,category,difficulty,duration_min,calories_burn_est,equipment,description
6953,Exercise_6953_press,Legs,Intermediate,31,1427,dumbbell,squat press curl curl run run crunch curl
6954,Exercise_6954_jump,Full Body,Advanced,49,1081,bodyweight,press squat curl jump run hold curl jump
6955,Exercise_6955_press,Chest,Beginner,92,493,machine,press squat lift pull lift jump row run
6956,Exercise_6956_curl,Cardio,Intermediate,46,844,none,run crunch press lift press press curl row
6957,Exercise_6957_jump,Core,Beginner,99,537,kettlebell,hold hold run lift lift press squat run
6958,Exercise_6958_press,Arms,Beginner,116,386,none,crunch curl curl jump curl press lift hold
6959,Exercise_6959_curl,Cardio,Advanced,73,457,machine,push pull crunch pull row row pull lift
6960,Exercise_6960_pull,Cardio,Beginner,103,760,none,pull squat row run press jump curl jump
6961,Exercise_6961_squat,Core,Intermediate,7,1359,machine,push row press lift press run jump run
6962,Exercise_6962_squat,Shoulders,Intermediate,18,1209,bodyweight,press crunch curl squat run lift squat curl
6963,Exercise_6963_squat,Shoulders,Advanced,13,714,barbell,press pull press push crunch jump squat crunch
6964,Exercise_6964_press,Back,Beginner,3,512,bodyweight,squat run curl pull run crunch curl row
6965,Exercise_6965_push,Full Body,Beginner,14,66,bodyweight,lift push jump curl press jump lift push
6966,Exercise_6966_press,Legs,Beginner,103,1147,bodyweight,curl squat crunch crunch pull squat row curl
6967,Exercise_6967_pull,Shoulders,Intermediate,49,916,barbell,lift pull crunch row curl press pull run
6968,Exercise_6968_run,Legs,Advanced,63,1337,resistance band,jump pull crunch squat crunch press crunch row
6969,Exercise_6969_curl,Cardio,Advanced,100,856,barbell,lift row pull row pull hold squat pull
6970,Exercise_6970_press,Back,Beginner,63,1238,kettlebell,run pull crunch push push run run squat
6971,Exercise_6971_lift,Arms,Intermediate,113,662,machine,curl squat press lift press jump run press
6972,Exercise_6972_hold,Full Body,Advanced,26,799,kettlebell,row lift lift lift crunch lift jump pull
6973,Exercise_6973_run,Arms,Advanced,43,28,machine,jump press hold jump lift hold lift run
6974,Exercise_6974_run,Cardio,Intermediate,99,1104,machine,curl press press squat jump jump row lift
6975,Exercise_6975_row,Core,Intermediate,40,732,kettlebell,press crunch run press hold lift run lift
6976,Exercise_6976_jump,Core,Intermediate,27,65,dumbbell,push hold row row row jump run push
6977,Exercise_6977_hold,Chest,Intermediate,109,234,none,press crunch lift row curl press curl squat
6978,Exercise_6978_jump,Chest,Advanced,42,51,bodyweight,push lift row pull row lift run crunch
6979,Exercise_6979_squat,Core,Intermediate,19,865,bodyweight,curl run curl squat hold pull pull jump
6980,Exercise_6980_curl,Chest,Beginner,104,455,barbell,crunch press run press hold press squat squat
6981,Exercise_6981_jump,Legs,Beginner,90,990,dumbbell,curl jump jump run crunch press hold lift
6982,Exercise_6982_crunch,Legs,Advanced,115,1257,kettlebell,lift press curl hold crunch lift curl pull
6983,Exercise_6983_press,Full Body,Advanced,110,1081,machine,run run hold crunch jump curl lift push
6984,Exercise_6984_lift,Cardio,Beginner,22,1205,none,jump curl hold press press pull press press
6985,Exercise_6985_jump,Chest,Beginner,92,170,barbell,press curl lift squat press press squat curl
6986,Exercise_6986_lift,Core,Intermediate,87,731,bodyweight,hold crunch pull lift press press squat jump
6987,Exercise_6987_pull,Chest,Beginner,29,1210,none,curl run pull lift row press row push
6988,Exercise_6988_curl,Legs,Intermediate,103,542,kettlebell,run row hold run squat jump jump run
6989,Exercise_6989_squat,Arms,Advanced,93,1061,resistance band,row squat crunch press hold press run crunch
6990,Exercise_6990_lift,Full Body,Beginner,95,164,kettlebell,run press hold press press crunch hold press
6991,Exercise_6991_lift,Shoulders,Advanced,75,1345,bodyweight,jump row curl squat press curl squat crunch
6992,Exercise_6992_crunch,Legs,Advanced,37,805,machine,squat jump hold row push lift jump curl
6993,Exercise_6993_lift,Chest,Beginner,66,1270,barbell,crunch press squat pull jump pull pull squat
6994,Exercise_6994_press,Cardio,Beginner,95,893,resistance band,jump lift press press curl hold pull curl
6995,Exercise_6995_push,Core,Beginner,1,525,bodyweight,press push pull run press hold hold run
6996,Exercise_6996_hold,Legs,Advanced,65,131,bodyweight,push push push press press run press squat
6997,Exercise_6997_pull,Full Body,Intermediate,29,307,barbell,curl pull squat press run jump lift hold
6998,Exercise_6998_lift,Core,Beginner,33,750,dumbbell,jump crunch push row push push lift row
6999,Exercise_6999_squat,Full Body,Advanced,108,939,machine,pull row curl hold jump push press pull
7000,Exercise_7000_press,Cardio,Advanced,69,647,none,hold hold crunch row pull crunch row run
7001,Exercise_7001_pull,Full Body,Beginner,44,310,barbell,press pull push jump run crunch pull curl
7002,Exercise_7002_run,Arms,Advanced,116,172,bodyweight,curl press push jump squat lift row jump
7003,Exercise_7003_hold,Shoulders,Intermediate,26,303,barbell,squat curl push pull curl crunch crunch jump
7004,Exercise_7004_lift,Shoulders,Beginner,8,1307,dumbbell,push hold push push pull crunch press curl
7005,Exercise_7005_curl,Shoulders,Beginner,55,744,machine,press run row crunch lift hold pull curl
7006,Exercise_7006_lift,Full Body,Beginner,52,87,kettlebell,press crunch lift pull run push press curl
7007,Exercise_7007_run,Chest,Advanced,66,1150,bodyweight,push push lift curl pull press push pull
7008,Exercise_7008_press,Core,Intermediate,39,1419,none,jump lift pull squat curl curl crunch crunch
7009,Exercise_7009_lift,Shoulders,Advanced,95,1294,dumbbell,curl push crunch press jump squat press lift
7010,Exercise_7010_press,Shoulders,Advanced,36,650,machine,crunch curl squat curl squat crunch pull press
7011,Exercise_7011_lift,Legs,Advanced,14,896,resistance band,row run jump run push crunch press row
7012,Exercise_7012_push,Core,Advanced,96,1012,dumbbell,curl run row push press push pull lift
7013,Exercise_7013_press,Arms,Intermediate,15,38,none,push run crunch push hold row push hold
7014,Exercise_7014_push,Back,Advanced,53,748,resistance band,squat pull curl run curl squat row press
7015,Exercise_7015_curl,Back,Advanced,18,338,barbell,curl squat crunch squat press lift squat run
7016,Exercise_7016_squat,Cardio,Advanced,88,401,kettlebell,hold run curl pull row push crunch hold
7017,Exercise_7017_pull,Core,Beginner,110,1057,barbell,squat hold row press crunch crunch press lift
7018,Exercise_7018_pull,Chest,Advanced,106,457,kettlebell,press press run crunch squat jump run press
7019,Exercise_7019_curl,Cardio,Advanced,50,1143,kettlebell,crunch pull crunch crunch run run squat row
7020,Exercise_7020_curl,Shoulders,Advanced,65,828,barbell,press pull squat hold run row press push
7021,Exercise_7021_row,Core,Intermediate,108,923,none,hold row press curl press crunch press row
7022,Exercise_7022_press,Legs,Advanced,91,1468,bodyweight,run hold curl press row jump squat push
7023,Exercise_7023_press,Chest,Beginner,73,541,none,curl hold row jump squat squat hold jump
7024,Exercise_7024_press,Legs,Advanced,115,1050,machine,jump push jump crunch crunch pull curl push
7025,Exercise_7025_push,Core,Beginner,117,579,dumbbell,run row press press push push run press
7026,Exercise_7026_push,Back,Intermediate,94,325,bodyweight,curl press pull run press pull curl crunch
7027,Exercise_7027_row,Core,Intermediate,76,1038,resistance band,press lift push pull pull hold crunch curl
7028,Exercise_7028_curl,Legs,Intermediate,25,669,bodyweight,lift squat jump push hold press lift hold
7029,Exercise_7029_squat,Cardio,Intermediate,56,1123,bodyweight,press crunch crunch jump press lift curl push
7030,Exercise_7030_hold,Shoulders,Advanced,31,576,none,push row push run squat run lift push
7031,Exercise_7031_press,Chest,Intermediate,41,1237,kettlebell,jump jump curl pull lift run push crunch
7032,Exercise_7032_pull,Shoulders,Beginner,85,648,kettlebell,push push lift row lift run row press
7033,Exercise_7033_row,Shoulders,Intermediate,104,415,kettlebell,crunch crunch squat hold row run row lift
7034,Exercise_7034_press,Arms,Beginner,107,223,none,hold squat jump jump squat press row press
7035,Exercise_7035_row,Cardio,Advanced,45,1480,resistance band,squat pull crunch hold press hold push lift
7036,Exercise_7036_press,Arms,Beginner,40,474,none,press lift press press curl jump push hold
7037,Exercise_7037_jump,Cardio,Beginner,83,1315,none,press run pull jump press hold jump crunch
7038,Exercise_7038_run,Legs,Advanced,93,1104,bodyweight,pull press pull crunch hold row curl pull
7039,Exercise_7039_curl,Chest,Intermediate,111,315,dumbbell,lift lift hold run hold squat press lift
7040,Exercise_7040_curl,Back,Intermediate,12,330,machine,hold pull row push crunch push push jump
7041,Exercise_7041_push,Arms,Beginner,79,702,dumbbell,press hold jump hold crunch lift row run
7042,Exercise_7042_crunch,Shoulders,Beginner,43,429,none,jump press row jump press crunch press squat
7043,Exercise_7043_squat,Cardio,Intermediate,44,464,resistance band,squat press lift pull curl lift curl hold
7044,Exercise_7044_jump,Arms,Intermediate,76,122,none,run squat run run squat row press hold
7045,Exercise_7045_pull,Shoulders,Intermediate,20,189,bodyweight,press press lift push pull crunch press crunch
7046,Exercise_7046_run,Back,Intermediate,49,1007,kettlebell,pull jump run crunch press jump pull press
7047,Exercise_7047_row,Back,Beginner,40,1009,none,crunch squat lift lift row press push hold
7048,Exercise_7048_lift,Legs,Beginner,75,986,barbell,press push lift curl crunch press press pull
7049,Exercise_7049_curl,Cardio,Intermediate,112,757,dumbbell,run push crunch curl row hold squat jump
7050,Exercise_7050_curl,Legs,Beginner,31,828,resistance band,press hold jump curl pull press push row
7051,Exercise_7051_row,Shoulders,Beginner,53,387,resistance band,row press pull hold press lift hold press
7052,Exercise_7052_row,Back,Advanced,85,1064,none,run curl jump hold lift jump squat press
7053,Exercise_7053_hold,Shoulders,Advanced,48,478,dumbbell,press row curl lift jump hold jump press
7054,Exercise_7054_curl,Legs,Beginner,98,1399,none,pull press crunch press squat hold curl pull
7055,Exercise_7055_press,Back,Intermediate,85,1068,resistance band,run crunch lift press curl press press press
7056,Exercise_7056_squat,Shoulders,Beginner,58,1362,kettlebell,push row pull hold squat run pull press
7057,Exercise_7057_press,Chest,Intermediate,18,1493,dumbbell,press squat row run curl crunch jump row
7058,Exercise_7058_pull,Chest,Advanced,75,1101,dumbbell,lift pull run push push crunch pull row
7059,Exercise_7059_curl,Back,Intermediate,84,590,resistance band,jump jump pull press lift press jump press
7060,Exercise_7060_press,Arms,Beginner,60,81,resistance band,lift push crunch push curl hold curl crunch
7061,Exercise_7061_jump,Full Body,Intermediate,103,1199,kettlebell,crunch press press row squat hold press row
7062,Exercise_7062_press,Chest,Intermediate,47,1345,machine,run pull squat push jump squat jump push
7063,Exercise_7063_press,Full Body,Advanced,100,645,kettlebell,jump squat push row press pull pull press
7064,Exercise_7064_run,Back,Advanced,4,1416,kettlebell,press lift run jump press squat lift jump
7065,Exercise_7065_curl,Core,Advanced,93,640,bodyweight,row crunch jump hold run run push press
7066,Exercise_7066_lift,Arms,Advanced,43,550,dumbbell,pull press press squat jump push push curl
7067,Exercise_7067_press,Cardio,Advanced,68,527,none,crunch squat jump pull press squat hold push
7068,Exercise_7068_lift,Legs,Intermediate,65,317,kettlebell,curl press run run crunch crunch squat crunch
7069,Exercise_7069_crunch,Arms,Intermediate,107,261,bodyweight,row run squat squat curl row push squat
7070,Exercise_7070_run,Legs,Intermediate,74,163,machine,push curl crunch curl crunch crunch run crunch
7071,Exercise_7071_run,Back,Advanced,61,502,dumbbell,hold press curl hold row curl pull row
7072,Exercise_7072_pull,Legs,Beginner,48,588,bodyweight,press squat curl row press hold press jump
7073,Exercise_7073_hold,Core,Beginner,65,1461,dumbbell,row run squat row pull jump curl lift
7074,Exercise_7074_pull,Full Body,Advanced,29,1433,dumbbell,lift squat squat lift crunch press crunch run
7075,Exercise_7075_pull,Legs,Beginner,68,291,dumbbell,push press pull push jump curl lift press
7076,Exercise_7076_jump,Back,Beginner,12,1256,dumbbell,row pull lift squat crunch lift pull push
7077,Exercise_7077_press,Full Body,Beginner,27,1403,bodyweight,jump press hold squat push jump crunch run
7078,Exercise_7078_crunch,Core,Intermediate,16,1144,bodyweight,press run row crunch row curl push lift
7079,Exercise_7079_crunch,Full Body,Advanced,110,293,kettlebell,run squat hold push push lift row crunch
7080,Exercise_7080_squat,Full Body,Beginner,100,50,barbell,press run pull run squat run row squat
7081,Exercise_7081_lift,Back,Advanced,81,1452,dumbbell,squat pull row push jump run squat push
7082,Exercise_7082_crunch,Core,Intermediate,69,94,none,press run hold run push hold press curl
7083,Exercise_7083_press,Shoulders,Intermediate,114,1008,resistance band,jump curl jump press run row curl crunch
7084,Exercise_7084_lift,Core,Beginner,23,66,kettlebell,push jump run press push pull press jump
7085,Exercise_7085_run,Back,Advanced,95,630,machine,press jump run hold curl lift jump press
7086,Exercise_7086_lift,Shoulders,Beginner,24,1485,machine,row hold push pull press row curl squat
7087,Exercise_7087_crunch,Cardio,Intermediate,88,1119,dumbbell,jump push press curl press press press press
7088,Exercise_7088_hold,Full Body,Beginner,3,600,resistance band,crunch crunch curl run press jump crunch hold
7089,Exercise_7089_run,Cardio,Intermediate,76,846,resistance band,lift curl pull push press curl row run
7090,Exercise_7090_row,Arms,Intermediate,52,7,kettlebell,hold jump lift jump curl run press hold
7091,Exercise_7091_row,Cardio,Advanced,87,1143,kettlebell,squat lift pull curl run squat row row
7092,Exercise_7092_crunch,Cardio,Advanced,64,919,none,pull jump lift row press push push run
7093,Exercise_7093_hold,Core,Advanced,42,189,resistance band,jump pull jump run lift row pull row
7094,Exercise_7094_pull,Arms,Advanced,117,780,dumbbell,lift hold pull lift curl press row lift
7095,Exercise_7095_squat,Chest,Beginner,61,199,barbell,push press pull jump curl pull jump pull
7096,Exercise_7096_press,Core,Intermediate,32,312,machine,lift curl crunch jump press jump run push
7097,Exercise_7097_press,Core,Advanced,36,586,resistance band,lift row crunch row press press press push
7098,Exercise_7098_hold,Cardio,Beginner,55,55,machine,row squat squat lift squat hold row hold
7099,Exercise_7099_crunch,Full Body,Advanced,84,738,dumbbell,run row curl row run curl row curl
7100,Exercise_7100_squat,Core,Advanced,52,55,barbell,lift lift press press push row press run
7101,Exercise_7101_jump,Cardio,Beginner,63,1092,machine,press lift curl press pull pull push pull
7102,Exercise_7102_crunch,Core,Intermediate,14,1399,none,run jump curl curl curl press press push
7103,Exercise_7103_run,Arms,Intermediate,37,766,resistance band,hold squat squat lift press pull hold run
7104,Exercise_7104_jump,Full Body,Intermediate,56,124,kettlebell,hold run press row run jump row pull
7105,Exercise_7105_curl,Legs,Beginner,110,1193,dumbbell,push press hold hold row crunch squat press
7106,Exercise_7106_pull,Cardio,Advanced,54,506,machine,curl curl lift curl crunch curl jump press
7107,Exercise_7107_push,Shoulders,Beginner,10,22,none,pull squat pull press curl lift squat squat
7108,Exercise_7108_press,Arms,Intermediate,108,109,machine,squat squat pull hold lift jump hold pull
7109,Exercise_7109_run,Chest,Intermediate,15,791,resistance band,jump run hold push jump squat jump squat
7110,Exercise_7110_press,Arms,Advanced,92,1100,kettlebell,lift hold press curl lift hold push row
7111,Exercise_7111_crunch,Legs,Intermediate,61,1278,none,row press press pull crunch lift squat lift
7112,Exercise_7112_crunch,Shoulders,Beginner,99,1294,bodyweight,crunch curl run crunch jump jump jump hold
7113,Exercise_7113_jump,Legs,Intermediate,62,656,bodyweight,curl curl press curl jump push curl pull
7114,Exercise_7114_squat,Back,Intermediate,75,1347,kettlebell,hold curl push crunch jump hold squat hold
7115,Exercise_7115_press,Legs,Beginner,94,949,kettlebell,press jump press press lift pull run squat
7116,Exercise_7116_jump,Back,Beginner,38,284,barbell,hold pull squat run run pull push run
7117,Exercise_7117_push,Back,Advanced,84,380,dumbbell,lift row press pull lift run curl press
7118,Exercise_7118_lift,Legs,Beginner,44,9,kettlebell,pull press lift row crunch lift press squat
7119,Exercise_7119_lift,Arms,Intermediate,93,1015,dumbbell,press crunch pull pull push pull push row
7120,Exercise_7120_pull,Cardio,Advanced,89,1135,resistance band,crunch crunch curl squat squat hold pull run
7121,Exercise_7121_lift,Back,Advanced,27,1186,dumbbell,crunch push row press run push row crunch
7122,Exercise_7122_squat,Shoulders,Beginner,103,1184,resistance band,lift hold push squat lift run push push
7123,Exercise_7123_jump,Core,Beginner,65,1074,bodyweight,crunch squat push row press pull run jump
7124,Exercise_7124_jump,Full Body,Advanced,11,1072,none,run lift run pull press lift run curl
7125,Exercise_7125_lift,Back,Advanced,33,329,dumbbell,push lift curl pull curl hold press squat
7126,Exercise_7126_pull,Cardio,Beginner,94,1236,bodyweight,lift hold press pull hold jump pull run
7127,Exercise_7127_press,Core,Intermediate,55,568,dumbbell,row hold curl squat lift run lift press
7128,Exercise_7128_run,Shoulders,Advanced,102,248,bodyweight,run lift pull curl press squat press crunch
7129,Exercise_7129_pull,Core,Advanced,76,1333,dumbbell,row pull curl press squat jump lift hold
7130,Exercise_7130_press,Arms,Beginner,35,659,resistance band,run press crunch hold jump curl curl push
7131,Exercise_7131_hold,Core,Intermediate,55,952,resistance band,curl squat hold curl curl crunch hold run
7132,Exercise_7132_press,Cardio,Advanced,111,1114,machine,crunch run curl curl crunch press curl crunch
7133,Exercise_7133_push,Shoulders,Intermediate,74,1076,kettlebell,lift push run row crunch press squat press
7134,Exercise_7134_squat,Back,Advanced,4,1120,dumbbell,crunch run squat push jump press lift lift
7135,Exercise_7135_run,Back,Beginner,80,869,machine,press run squat crunch run pull row hold
7136,Exercise_7136_row,Arms,Advanced,46,1331,dumbbell,run lift jump run push row jump row
7137,Exercise_7137_run,Full Body,Advanced,104,487,resistance band,lift hold curl push row pull row pull
7138,Exercise_7138_hold,Shoulders,Advanced,3,970,resistance band,row hold row hold press hold pull push
7139,Exercise_7139_press,Full Body,Beginner,11,1400,machine,pull press pull crunch curl squat row curl
7140,Exercise_7140_jump,Legs,Intermediate,17,107,bodyweight,crunch press press pull press curl crunch squat
7141,Exercise_7141_run,Legs,Advanced,87,1000,kettlebell,row row run lift run press press pull
7142,Exercise_7142_pull,Core,Advanced,44,890,dumbbell,hold hold crunch run pull pull run pull
7143,Exercise_7143_press,Cardio,Intermediate,95,453,barbell,crunch squat row row run curl hold crunch
7144,Exercise_7144_lift,Arms,Beginner,30,178,kettlebell,lift push press row push crunch squat pull
7145,Exercise_7145_push,Cardio,Intermediate,66,255,machine,hold run curl squat hold press jump press
7146,Exercise_7146_curl,Legs,Intermediate,36,860,dumbbell,run squat pull curl curl hold squat hold
7147,Exercise_7147_crunch,Core,Intermediate,13,124,machine,crunch run row squat press jump run press
7148,Exercise_7148_crunch,Back,Advanced,70,997,kettlebell,hold curl push curl crunch squat run lift
7149,Exercise_7149_crunch,Legs,Intermediate,52,1168,none,run press pull press push curl press squat
7150,Exercise_7150_jump,Arms,Beginner,58,690,dumbbell,lift row pull lift press curl run run
7151,Exercise_7151_squat,Core,Advanced,40,672,barbell,row jump squat crunch press hold pull pull
7152,Exercise_7152_lift,Core,Intermediate,75,1157,barbell,hold curl press squat run squat crunch jump
7153,Exercise_7153_press,Chest,Intermediate,119,652,machine,jump jump run lift press push curl crunch
7154,Exercise_7154_run,Legs,Beginner,100,374,none,row jump press curl run press run push
7155,Exercise_7155_row,Back,Advanced,3,1484,kettlebell,hold pull crunch squat jump run press jump
7156,Exercise_7156_curl,Full Body,Beginner,63,701,machine,pull jump crunch pull row pull squat lift
7157,Exercise_7157_row,Cardio,Advanced,58,1297,none,pull hold hold curl lift run pull push
7158,Exercise_7158_hold,Chest,Advanced,8,907,resistance band,lift lift row lift squat lift crunch pull
7159,Exercise_7159_crunch,Back,Intermediate,21,806,resistance band,pull row hold curl row crunch curl press
7160,Exercise_7160_press,Legs,Beginner,113,295,machine,crunch jump curl pull curl squat push row
7161,Exercise_7161_curl,Legs,Beginner,100,1447,barbell,hold crunch lift row hold press jump run
7162,Exercise_7162_crunch,Core,Advanced,51,713,barbell,run row hold pull squat row lift run
7163,Exercise_7163_squat,Back,Advanced,119,1415,barbell,jump push crunch pull hold hold press press
7164,Exercise_7164_press,Legs,Advanced,107,895,machine,crunch squat press hold push jump press press
7165,Exercise_7165_curl,Core,Advanced,43,1267,resistance band,pull push row row push push squat curl
7166,Exercise_7166_squat,Back,Intermediate,107,436,barbell,jump row lift crunch crunch squat press curl
7167,Exercise_7167_curl,Shoulders,Beginner,86,387,none,row crunch curl press lift press hold jump
7168,Exercise_7168_squat,Core,Intermediate,94,1153,bodyweight,press squat crunch pull push jump jump run
7169,Exercise_7169_pull,Shoulders,Intermediate,71,1486,kettlebell,run run run crunch press squat jump row
7170,Exercise_7170_squat,Chest,Beginner,69,257,machine,run hold row push run pull row squat
7171,Exercise_7171_push,Cardio,Beginner,98,1488,kettlebell,crunch pull hold crunch press squat pull hold
7172,Exercise_7172_press,Cardio,Advanced,25,568,resistance band,press run crunch pull run press hold run
7173,Exercise_7173_crunch,Legs,Advanced,45,725,none,press press run jump squat jump press curl
7174,Exercise_7174_lift,Arms,Intermediate,77,3,resistance band,press run row hold lift curl lift jump
7175,Exercise_7175_hold,Back,Beginner,78,1243,bodyweight,jump jump squat row push run push squat
7176,Exercise_7176_squat,Legs,Advanced,106,52,barbell,squat crunch crunch press lift row run jump
7177,Exercise_7177_pull,Cardio,Intermediate,71,129,bodyweight,lift hold press push lift lift row jump
7178,Exercise_7178_row,Chest,Intermediate,90,781,dumbbell,curl crunch pull lift run lift press pull
7179,Exercise_7179_push,Cardio,Advanced,94,1099,bodyweight,squat push crunch press hold jump push curl
7180,Exercise_7180_pull,Shoulders,Advanced,47,1016,none,row jump run jump push squat press jump
7181,Exercise_7181_run,Core,Beginner,21,884,resistance band,jump row jump crunch press hold pull run
7182,Exercise_7182_crunch,Core,Beginner,112,704,bodyweight,jump curl squat lift hold crunch lift press
7183,Exercise_7183_squat,Legs,Advanced,22,632,none,press push push hold hold squat squat run
7184,Exercise_7184_push,Cardio,Advanced,46,1329,machine,hold hold curl push row hold row lift
7185,Exercise_7185_hold,Back,Beginner,118,36,kettlebell,push lift row jump jump row press press
7186,Exercise_7186_pull,Legs,Intermediate,17,798,none,jump jump lift pull curl run run hold
7187,Exercise_7187_hold,Back,Beginner,61,484,machine,curl crunch crunch push jump push squat curl
7188,Exercise_7188_lift,Legs,Beginner,29,901,none,press run press press press press push pull
7189,Exercise_7189_jump,Shoulders,Intermediate,28,277,bodyweight,jump hold curl curl row run row hold
7190,Exercise_7190_squat,Cardio,Beginner,81,395,bodyweight,jump press hold press jump crunch crunch jump
7191,Exercise_7191_crunch,Shoulders,Advanced,97,419,barbell,jump hold squat squat curl curl pull squat
7192,Exercise_7192_push,Core,Advanced,93,1284,resistance band,squat squat curl run squat squat row squat
7193,Exercise_7193_press,Core,Advanced,36,533,machine,pull press jump squat row lift jump press
7194,Exercise_7194_row,Back,Intermediate,102,130,bodyweight,lift squat run squat hold press press squat
7195,Exercise_7195_curl,Arms,Beginner,72,1257,none,jump pull hold jump crunch press lift run
7196,Exercise_7196_lift,Arms,Intermediate,53,1217,machine,press squat press press push curl press squat
7197,Exercise_7197_lift,Chest,Intermediate,1,178,bodyweight,push hold hold run pull jump press press
7198,Exercise_7198_curl,Full Body,Beginner,70,940,barbell,jump run jump jump squat hold run hold
7199,Exercise_7199_pull,Back,Advanced,88,135,none,hold crunch squat jump squat run crunch press
7200,Exercise_7200_pull,Arms,Intermediate,58,700,none,press jump row press jump push hold jump
7201,Exercise_7201_jump,Arms,Beginner,94,983,none,jump hold squat press push hold press squat
7202,Exercise_7202_curl,Core,Intermediate,115,701,kettlebell,run squat push pull pull hold pull press
7203,Exercise_7203_squat,Chest,Advanced,78,1081,barbell,lift squat hold squat jump jump pull jump
7204,Exercise_7204_press,Core,Intermediate,80,1268,machine,squat press curl push row hold hold curl
7205,Exercise_7205_crunch,Back,Advanced,6,930,dumbbell,lift crunch press run curl press curl jump
7206,Exercise_7206_lift,Core,Advanced,22,164,dumbbell,row jump jump hold hold run push hold
7207,Exercise_7207_push,Back,Advanced,53,904,kettlebell,squat curl row squat jump pull push press
7208,Exercise_7208_lift,Cardio,Beginner,116,1382,bodyweight,lift crunch crunch hold pull curl pull row
7209,Exercise_7209_lift,Cardio,Intermediate,71,480,resistance band,hold row push squat press pull squat push
7210,Exercise_7210_squat,Arms,Intermediate,68,247,resistance band,crunch press push jump hold push press run
7211,Exercise_7211_row,Shoulders,Intermediate,96,772,bodyweight,squat jump lift row hold hold jump press
7212,Exercise_7212_pull,Full Body,Advanced,62,279,bodyweight,press press squat push push press jump lift
7213,Exercise_7213_pull,Full Body,Advanced,21,1261,none,squat run crunch crunch hold run run hold
7214,Exercise_7214_row,Core,Intermediate,8,420,barbell,row squat run jump crunch crunch hold lift
7215,Exercise_7215_run,Cardio,Advanced,70,167,dumbbell,row press row press run push run hold
7216,Exercise_7216_hold,Cardio,Intermediate,51,460,none,lift push pull squat press push press squat
7217,Exercise_7217_lift,Full Body,Advanced,76,1269,machine,lift hold hold pull hold run push row
7218,Exercise_7218_lift,Back,Advanced,88,300,none,row row press crunch row row curl curl
7219,Exercise_7219_hold,Back,Beginner,29,938,machine,press press press hold run push press curl
7220,Exercise_7220_jump,Core,Advanced,51,870,barbell,crunch hold press curl pull lift pull squat
7221,Exercise_7221_row,Cardio,Advanced,107,1478,dumbbell,squat run squat row press curl squat lift
7222,Exercise_7222_crunch,Back,Intermediate,101,166,none,push run squat hold pull press crunch press
7223,Exercise_7223_push,Shoulders,Advanced,35,795,resistance band,run hold jump curl curl press hold push
7224,Exercise_7224_curl,Full Body,Beginner,77,1391,resistance band,crunch jump squat lift curl squat crunch press
7225,Exercise_7225_lift,Chest,Advanced,2,165,bodyweight,squat press crunch run pull press curl curl
7226,Exercise_7226_crunch,Arms,Intermediate,108,249,machine,lift jump run row curl curl push run
7227,Exercise_7227_jump,Shoulders,Intermediate,93,820,barbell,crunch push push jump curl pull press squat
7228,Exercise_7228_row,Shoulders,Beginner,5,2,kettlebell,lift run squat hold squat squat hold press
7229,Exercise_7229_pull,Shoulders,Advanced,64,1,kettlebell,pull squat push lift curl press crunch curl
7230,Exercise_7230_pull,Chest,Beginner,37,1055,bodyweight,jump press pull run push run jump press
7231,Exercise_7231_crunch,Legs,Intermediate,97,544,resistance band,push squat lift press push push pull row
7232,Exercise_7232_hold,Cardio,Intermediate,37,694,barbell,jump hold curl hold squat push jump push
7233,Exercise_7233_row,Chest,Beginner,2,938,none,run crunch lift lift lift press hold push
7234,Exercise_7234_squat,Full Body,Intermediate,99,1140,resistance band,squat push push lift press pull press curl
7235,Exercise_7235_crunch,Cardio,Intermediate,101,871,bodyweight,press press squat push run hold pull lift
7236,Exercise_7236_row,Shoulders,Intermediate,48,705,kettlebell,row press pull push squat push curl press
7237,Exercise_7237_press,Full Body,Beginner,91,868,dumbbell,press push press squat jump crunch run run
7238,Exercise_7238_crunch,Back,Advanced,34,1141,dumbbell,lift run push curl crunch run push row
7239,Exercise_7239_press,Chest,Beginner,45,299,dumbbell,push press curl curl jump lift lift press
7240,Exercise_7240_crunch,Core,Beginner,119,821,barbell,hold press press run press press squat crunch
7241,Exercise_7241_push,Legs,Intermediate,109,1172,machine,hold jump curl row press hold jump push
7242,Exercise_7242_press,Full Body,Intermediate,88,463,resistance band,press push press press crunch hold push press
7243,Exercise_7243_squat,Back,Intermediate,15,150,resistance band,push squat run run hold curl hold row
7244,Exercise_7244_lift,Arms,Intermediate,4,359,machine,push crunch crunch press jump run run row
7245,Exercise_7245_push,Shoulders,Intermediate,65,325,kettlebell,hold press press jump lift curl run lift
7246,Exercise_7246_squat,Cardio,Advanced,54,821,kettlebell,press run squat press squat press push crunch
7247,Exercise_7247_row,Arms,Intermediate,91,1480,kettlebell,crunch run run hold curl squat crunch crunch
7248,Exercise_7248_press,Chest,Advanced,117,90,machine,curl curl curl row press row row lift
7249,Exercise_7249_press,Core,Advanced,63,187,machine,pull jump press push press press press run
7250,Exercise_7250_run,Core,Beginner,111,1490,barbell,run crunch hold jump press lift squat crunch
7251,Exercise_7251_run,Arms,Advanced,78,773,dumbbell,squat curl press press pull push crunch lift
